specie	formula	sistema_xx	status	sottogruppo	gruppo	supergruppo	famiglia	sottoclasse	classe
Meyerhofferite	CaB3O3(OH)5·H2O	Triclinic	Grandfathered		meyerhofferite			triborates	borates
Meymacite	WO3·2H2O	Not crystalline	Redefined		meymacite			hydroxides	oxides
Meyrowitzite	Ca(UO2)(CO3)2·5H2O	Monoclinic	Approved		meyrowitzite	zellerite		uranyl carbonates	carbonates and nitrates
Mgriite	Cu3AsSe3	Cubic	Approved		isomertieite	diamond	copper	sulfosalts	sulfides and sulfosalts
Mianningite	?U4+Fe3+2(Ti12Fe3+6)?18?38	Trigonal	Approved		crichtonite	crichtonite	copper		oxides
Miargyrite	AgSbS2	Monoclinic	Grandfathered		miargyrite	aramayoite		sulfosalts	sulfides and sulfosalts
Miassite	Rh17S15	Cubic	Renamed		pentlandite	pentlandite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Michalskiite	Cu2+Mg3Fe3+3.33(VO4)6	Orthorhombic	Approved		lyonsite			vanadates	phosphates, arsenates, vanadates
Micheelsenite	(Ca,Y)6Al2[(PO3OH),(CO3)]2(CO3)2(OH)12·24H2O	Hexagonal	Approved		thaumasite	ettringite		phosphates	phosphates, arsenates, vanadates
Michenerite	Pd[BiTe]	Cubic	Redefined		cobaltite	pyrite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Michitoshiite-(Cu)	Rh(Cu1-xGex)          (0 < x ? 0.5)	Cubic	Approved		wairauite	halite	copper	metals and intermetallic alloys	elements
Microcline	K(AlSi3)O8	Triclinic	Grandfathered		orthoclase	feldspar		tektosilicates	"silicates 
[framework]"
Microsommite	Ca2Na4K2[Si6Al6O24](SO4)Cl2	Hexagonal	Grandfathered	davyne	cancrinite	cancrinite		tektosilicates	"silicates 
[framework]"
Middendorfite	K3Na2Mn5Si12(O,OH)36·2H2O	Monoclinic	Approved		middendorfite	stilpnomelane		phyllosilicates	"silicates 
[sheet]"
Middlebackite	Cu2C2O4(OH)2	Monoclinic	Approved		middlebackite			salts of organic acids	organic compounds
Mieite-(Y)	Y4Ti(SiO4)2O[F,(OH)]6	Orthorhombic	Approved		mieite			nesosilicates	"silicates 
[cluster]"
Miersite	AgI	Cubic	Grandfathered		nantokite	diamond	copper	oxyhalides, hydroxyhalides	halides
Miessiite	Pd11(Te2Se2)S=4	Cubic	Approved		isomertieite	diamond	copper	metal / metalloids alloys	sulfides and sulfosalts
Miguelromeroite	MnMn2Mn2(AsO3OH)2(AsO4)2·4H2O	Monoclinic	Approved		hureaulite	hureaulite		arsenates	phosphates, arsenates, vanadates
Miharaite	Cu4FePbBiS6	Orthorhombic	Approved		petrovicite		copper	sulfosalts	sulfides and sulfosalts
Mikasaite	Fe3+2(SO4)3	Trigonal	Approved		millosevichite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mikecoxite	[C-4Hg2+4]4+OCl2	Monoclinic	Approved		mikecoxite			unclassified organic compounds	organic compounds
Mikehowardite	Fe3+4(V5+O4)4(H2O)2·H2O	Triclinic	Approved		schubnelite			vanadates	phosphates, arsenates, vanadates
Mikenewite	Mn2+(S4+O3)·3H2O	Monoclinic	Approved		gravegliaite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Milanriederite	Ca19Fe3+Al4(Mg4Al4)Si18O67(OH)11	Tetragonal	Approved	vesuvianite	vesuvianite			sorosilicates	"silicates 
[cluster]"
Milarite	Ca2?2K(Be2Al)[Si12O30]	Hexagonal	Grandfathered		milarite			cyclosilicates	"silicates 
[cluster]"
Milkovoite	Cu4O(PO4)(AsO4)	Orthorhombic	Approved		kozyrevskite			arsenates	phosphates, arsenates, vanadates
Millerite	NiS	Trigonal	Grandfathered		millerite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Millisite	NaCaAl6(PO4)4(OH)9·3H2O	Tetragonal	Grandfathered		wardite			phosphates	phosphates, arsenates, vanadates
Millosevichite	Al2(SO4)3	Trigonal	Grandfathered		millosevichite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Millsite	Cu2+(Te4+O3)·2H2O	Monoclinic	Approved		ahlfeldite	chalcomenite		arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Milotaite	Pd[SbSe]	Cubic	Approved		cobaltite	pyrite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Mimetite	Pb2+2Pb2+3(AsO4)3(Cl1-xOx/2)	Hexagonal	Grandfathered		apatite	apatite		arsenates	phosphates, arsenates, vanadates
Minakawaite	RhSb	Orthorhombic	Approved		minakawaite	modderite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Minasragrite	(V4+O)(SO4)·5H2O	Monoclinic	Grandfathered		minasragrite	minasragrite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mineevite-(Y)	BaNa25Y2(CO3)11(HCO3)4(SO4)2F2Cl	Hexagonal	Approved		mineevite			carbonates	carbonates and nitrates
Minehillite	K2Ca28Zn5Al4Si40O112(OH)16	Trigonal	Approved		minehillite	reyerite		phyllosilicates	"silicates 
[sheet]"
Minguzzite	K3Fe3+(C2O4)3·3H2O	Monoclinic	Grandfathered		minguzzite			salts of organic acids	organic compounds
Minium	Pb4+Pb2+2O4	Tetragonal	Grandfathered		minium				oxides
Minjiangite	Ba(Be2P2)O8	Hexagonal	Approved	hurlbutite	dmisteinbergite	feldspar		phosphates	phosphates, arsenates, vanadates
Minnesotaite	Fe2+3Si4O10(OH)2	Triclinic	Grandfathered		talc	dioctahedral talc		phyllosilicates	"silicates 
[sheet]"
Minohlite	(Cu,Zn)7(SO4)2(OH)10·8H2O	Trigonal	Approved		spangolite	spangolite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Minrecordite	CaZn(CO3)2	Trigonal	Approved		dolomite	calcite		carbonates	carbonates and nitrates
Minyulite	KAl2(PO4)2F·4H2O	Orthorhombic	Redefined		minyulite	minyulite		phosphates	phosphates, arsenates, vanadates
Mirabilite	Na2(SO4)·10H2O	Monoclinic	Grandfathered		borax	borax		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mirnyite	SrZr4+Mg2(Ti4+12Cr3+6)?18O38	Trigonal	Approved		crichtonite	crichtonite	copper		oxides
Misakiite	Cu3Mn(OH)6Cl2	Trigonal	Approved		kapellasite	atacamite		oxyhalides, hydroxyhalides	halides
Misenite	K8[(SO4)(SO3OH)6]	Monoclinic	Grandfathered		misenite	misenite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Miserite	K1.5-x(Ca,Y,REE)5[Si6O15][Si2O7](OH,F)2·yH2O	Triclinic	Grandfathered	miserite	miserite			inosilicates	"silicates 
[chain-ribbon]"
Mitridatite	Ca2[Fe3+3O2(PO4)3]·3H2O	Monoclinic	Grandfathered	mitridatite	arseniosiderite	[fluorite]	copper	phosphates	phosphates, arsenates, vanadates
Mitrofanovite	Pt3Te4	Trigonal	Approved		melonite	brucite		sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Mitryaevaite	Al5(PO4)2[(P,S)O3(OH,O)]2F2(OH)2(H2O)8·6.48H2O	Triclinic	Approved		wavellite			phosphates	phosphates, arsenates, vanadates
Mitscherlichite	K2[Cu2+Cl4(H2O)2]	Tetragonal	Grandfathered		mitscherlichite			complex halides	halides
Mixite	BiCu2+6(AsO4)3(OH)6·3H2O	Hexagonal	Grandfathered	mixite	mixite			arsenates	phosphates, arsenates, vanadates
Miyahisaite	Sr2Ba3(PO4)3F	Hexagonal	Approved		hedyphane	apatite		phosphates	phosphates, arsenates, vanadates
Mizraite-(Ce)	Ce(Al11Mg)O19	Hexagonal	Approved		magnetoplumbite	magnetoplumbite	copper		oxides
Moabite	NiFe3+(PO4)O	Orthorhombic	Approved		moabite			phosphates	phosphates, arsenates, vanadates
Moctezumite	Pb(UO2)(Te4+O3)2	Monoclinic	Approved		moctezumite			uranyl tellurites	oxides
Modderite	CoAs	Orthorhombic	Grandfathered		modderite	modderite	copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Moëloite	Pb2+6Sb3+6S2-14(S3)2-	Orthorhombic	Approved	boulangerite series	boulangerite	boulangerite	copper	sulfosalts	sulfides and sulfosalts
Mogánite	SiO2	Monoclinic	Renamed		mogánite				oxides
Mogovidite	Na9(Ca,Na)6Ca6(Fe3+,Fe2+)2Zr3?Si25O72(CO3)(OH,H2O)4	Trigonal	Approved	eudialyte	eudialyte			cyclosilicates	"silicates 
[cluster]"
Mohite	Cu2SnS3	Monoclinic	Approved		mohite		copper	sulfosalts	sulfides and sulfosalts
Möhnite	(NH4)KKNa(SO4)2	Trigonal	Approved		aphthitalite	aphthitalite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mohrite	(NH4)2Fe2+(SO4)2·6H2O	Monoclinic	Approved		picromerite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Moissanite	SiC4-	Hexagonal	Grandfathered		moissanite	greenockite	copper	nonmetal carbides and nitrides	elements
Mojaveite	Cu6[Te6+O4(OH)2](OH)7Cl	Trigonal	Approved		mojaveite	spangolite		tellurates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Molinelloite	Cu(H2O)(OH)V4+O(V5+O4)	Triclinic	Approved		molinelloite			vanadates	phosphates, arsenates, vanadates
Moluranite	H4U4+[(UO2)3(MoO4)7]·18H2O	Not crystalline	Grandfathered		moluranite			uranyl molybdates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Molybdenite	MoS2	Hexagonal	Grandfathered		molybdenite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Molybdite	MoO3	Orthorhombic	Redefined		molybdite				oxides
Molybdofornacite	Pb2Cu[(MoO4)(AsO4)](OH)	Monoclinic	Approved	molybdofornacite	vauquelinite	vauquelinite		molybdo-arsenates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Molybdomenite	Pb(Se4+O3)	Monoclinic	Renamed		molybdomenite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Molybdophyllite	Pb8Mg9(Si10O28)(CO3)3(OH)8O2·H2O	Monoclinic	Grandfathered		molybdophyllite			mica-like layered silicates	silicates
Molysite	Fe3+Cl3	Trigonal	Grandfathered		molysite			chlorohalides	halides
Momoiite	{Mn2+3}[V3+2](Si3)O12	Cubic	Approved		garnet	garnet		nesosilicates	"silicates 
[cluster]"
Monazite-(Ce)	Ce(PO4)	Monoclinic	Renamed	monazite	monazite			phosphates	phosphates, arsenates, vanadates
Monazite-(Gd)	Gd(PO4)	Monoclinic	Approved	monazite	monazite			phosphates	phosphates, arsenates, vanadates
Monazite-(La)	La(PO4)	Monoclinic	Renamed	monazite	monazite			phosphates	phosphates, arsenates, vanadates
Monazite-(Nd)	Nd(PO4)	Monoclinic	Approved	monazite	monazite			phosphates	phosphates, arsenates, vanadates
Monazite-(Sm)	Sm(PO4)	Monoclinic	Approved	monazite	monazite			phosphates	phosphates, arsenates, vanadates
Moncheite	PtTe2	Trigonal	Approved		melonite	brucite		sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Monchetundraite	Pd2NiTe2	Orthorhombic	Approved		monchetundraite			sulfosalts	sulfides and sulfosalts
Monetite	Ca(PO3OH)	Triclinic	Grandfathered		monetite			phosphates	phosphates, arsenates, vanadates
Mongolite	Ca4Nb6Si5O24(OH)10·5-6H2O	Tetragonal	Approved		mongolite			unclassified silicates	silicates
Monimolite	Pb3Sb5+2O6O	Cubic	Questionable		roméite	pyrochlore	copper		oxides
Monipite	(Mo5+Ni4+)P 	Hexagonal	Approved		barringerite	barringerite		metal carbides, silicides, nitrides and phosphides	elements
Monohydrocalcite	Ca(CO3)·H2O	Trigonal	Approved		ikaite			carbonates	carbonates and nitrates
Montanite	Bi3+2(Te6+O6)·nH2O         (0 < n < 2/3)	Hexagonal	Redefined		montanite			tellurates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Montbrayite	(Au,Ag,Sb,Bi,Pb)23(Te,Sb,Bi,Pb)38	Triclinic	Redefined		montbrayite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Montdorite	K(Fe2+1.5Mn2+0.5Mg0.5?0.5)?=2.5Si4O10F2	Monoclinic	Redefined	phlogopite	trioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Montebrasite	LiAl(PO4)(OH)	Triclinic	Grandfathered		amblygonite	titanite		phosphates	phosphates, arsenates, vanadates
Monteneroite	Cu2+Mn2+2(AsO4)2·8H2O	Monoclinic	Approved	erythrite	vivianite			arsenates	phosphates, arsenates, vanadates
Monteneveite	(Ca3)[Sb5+2](Fe3+2Fe2+)O12	Cubic	Approved		monteneveite	garnet			oxides
Monteponite	CdO	Cubic	Grandfathered		periclase	halite	copper		oxides
Monteregianite-(Y)	KNa2Y[Si8O18O]·5H2O	Monoclinic	Renamed		rhodesite	mountainite		phyllosilicates	"silicates 
[sheet]"
Montesommaite	(K,Na)9[Al9Si23O64]·10H2O	Orthorhombic	Approved		gismondine	zeolite		tektosilicates	"silicates 
[framework]"
Montetrisaite	Cu6(SO4)(OH)10·2H2O	Orthorhombic	Approved		montetrisaite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Montgomeryite	Ca4MgAl4(PO4)6(OH)4·12H2O	Monoclinic	Grandfathered	montgomeryite	calcioferrite			phosphates	phosphates, arsenates, vanadates
Monticellite	CaMg(SiO4)	Orthorhombic	Grandfathered		tephroite	chrysoberyl	copper	nesosilicates	"silicates 
[cluster]"
Montmorillonite	(Na,Ca)0.3(Al,Mg)2[Si4O10](OH)2·nH2O	Monoclinic	Grandfathered	montmorillonite	dioctahedral smectite	smectite		phyllosilicates	"silicates 
[sheet]"
Montpelvouxite	AgPb16Sb27As18S84	Triclinic	Approved		zinkenite	zinkenite	copper	sulfosalts	sulfides and sulfosalts
Montroseite	V3+O(OH)	Orthorhombic	Grandfathered		diaspore		copper	hydroxides	oxides
Montroyalite	Sr4Al8(CO3)3(OH,F)26·10-11H2O	Triclinic	Approved		montroyalite			carbonates	carbonates and nitrates
Montroydite	HgO	Orthorhombic	Grandfathered		montroydite		copper		oxides
Mooihoekite	Cu9Fe9S16	Tetragonal	Approved		talnakhite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Moolooite	Cu2+(C2O4)·nH2O          (n = 0.4-0.7)	Orthorhombic	Approved		moolooite			salts of organic acids	organic compounds
Mooreite	Mg9?2Mn2+2Zn4[(SO4)2(OH)26]·8H2O	Monoclinic	Grandfathered		mooreite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Moorhouseite	Co2+(SO4)·6H2O	Monoclinic	Approved	hexahydrite	hexahydrite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mopungite	NaSb5+(OH)6	Tetragonal	Approved	stottite	"A-site vacant double hydroxide perovskites 
?BB'(OH)6"	perovskite	copper	hydroxides	oxides
Moraesite	Be2(PO4)(OH)·4H2O	Monoclinic	Grandfathered		moraesite			phosphates	phosphates, arsenates, vanadates
Moraskoite	Na2Mg(PO4)F	Orthorhombic	Approved		nacaphite			phosphates	phosphates, arsenates, vanadates
Mordenite	(Na,Ca0.5,K)2[Al8Si40O96]·28H2O	Orthorhombic	Approved		mordenite	zeolite	copper	tektosilicates	"silicates 
[framework]"
Moreauite	Al3(UO2)(PO4)3(OH)2·13H2O	Monoclinic	Approved		coconinoite			uranyl phosphates	phosphates, arsenates, vanadates
Morelandite	Ca2Ba3(AsO4)3Cl	Hexagonal	Redefined		hedyphane	apatite		arsenates	phosphates, arsenates, vanadates
Morenosite	Ni(SO4)·7H2O	Orthorhombic	Grandfathered		epsomite			sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Morimotoite	{Ca3}[Ti4+Fe2+](Si3)O12	Cubic	Approved		garnet	garnet		nesosilicates	"silicates 
[cluster]"
Morinite	NaCa2[Al2(PO4)2F4(OH)(H2O)2]	Monoclinic	Approved		morinite			phosphates	phosphates, arsenates, vanadates
Morozeviczite	Pb3Ge1-xS4	Cubic	Approved		germanite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Morrisonite	Ca11[As3+V4+2V5+10As5+6O51]2·78H2O	Monoclinic	Approved		morrisonite			arsenate-vanadates	phosphates, arsenates, vanadates
Mosandrite-(Ce)	Ca3Ce(H2O)2Ca0.5?0.5Ti(Si2O7)2(OH)2(H2O)2	Monoclinic	Redefined		rinkite	seidozerite		sorosilicates	"silicates 
[cluster]"
Moschelite	[Hg2]2+I2	Tetragonal	Approved		calomel			iodides	halides
Moschellandsbergite	Ag2Hg3	Cubic	Grandfathered		moschellandsbergite			metals and intermetallic alloys	elements
Mosesite	[NHg2]+Cl	Cubic	Grandfathered		mosesite		copper	nitrides	elements
Moskvinite-(Y)	Na2KY[Si6O15]	Orthorhombic	Approved		moskvinite			cyclosilicates	"silicates 
[cluster]"
Mössbauerite	Fe3+6O4(CO3)(OH)8?3H2O	Trigonal	Approved		fougèrite	hydrotalcite		carbonates	carbonates and nitrates
Mottanaite-(Ce)	Ca4Ce2Al(Be1.5?0.5)?2[B4Si4O22]O2	Monoclinic	Redefined		hellandite			inosilicates	"silicates 
[chain-ribbon]"
Mottramite	PbCu2+(VO4)(OH)	Orthorhombic	Grandfathered		conichalcite	descloizite		arsenates	phosphates, arsenates, vanadates
Motukoreaite	Mg6Al3(OH)18[Na(H2O)6](SO4)2·nH2O          (n << 6)	Trigonal	Questionable		wermlandite	hydrotalcite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mounanaite	PbFe3+2(VO4)2(OH)2	Monoclinic	Approved	mounanaite	vauquelinite	vauquelinite		vanadates	phosphates, arsenates, vanadates
Mountainite	KNa2Ca2{Si8O18[O(OH)]}·5H2O	Monoclinic	Grandfathered	mountainite	mountainite	mountainite		phyllosilicates	"silicates 
[sheet]"
Mountkeithite	(Mg1-xFe3+x)(SO4)x/2(OH)2·nH2O          (x < 0.5; n > 3x/2)	Hexagonal	Approved		glaucocerinite	hydrotalcite		sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mourite	H8[(U6+O2)(Mo6+O4)5]	Monoclinic	Approved		mourite			molybdates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Moxuanxueite	NaCa6Zr(Si2O7)2OF3	Triclinic	Redefined		wöhlerite			sorosilicates	"silicates 
[cluster]"
Moydite-(Y)	YB(CO3)(OH)4	Orthorhombic	Renamed		moydite			monoborates	borates
Mozartite	CaMn3+O[SiO3OH]	Orthorhombic	Approved		vuagnatite	descloizite		nesosilicates	"silicates 
[cluster]"
Mozgovaite	PbBi4S7	Orthorhombic	Approved		pavonite			sulfosalts	sulfides and sulfosalts
Mpororoite	Al2O[(W6+O4)]·6H2O	Monoclinic	Approved		anthoinite	halite	copper	wolframates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mrázekite	BiCu2+3(PO4)2O2(OH)2·2H2O	Monoclinic	Approved		mrázekite			phosphates	phosphates, arsenates, vanadates
Mroseite	Ca[Te4+(CO3)O2]	Orthorhombic	Approved		mroseite			arsenites, antimonites, bismuthites, sulfites, selenites, tellurites	oxides
Mückeite	CuNiBiS3	Orthorhombic	Approved		lapieite		copper	sulfosalts	sulfides and sulfosalts
Muirite	Ba10Ca2Mn2+TiSi10O30(OH,Cl,F)10	Tetragonal	Approved		muirite			cyclosilicates	"silicates 
[cluster]"
Mukhinite	(CaCa)(AlAlV3+)(Si2O7)(SiO4)O(OH)	Monoclinic	Approved		clinozoisite	epidote		sorosilicates	"silicates 
[cluster]"
Müllerite	Pb2Fe3+(Te6+O6)Cl	Trigonal	Approved		backite			tellurates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mullite	AlAl[Al2+2xSi2-2x]O10-x          (x = 0.125; 0.250; 0.375)	Orthorhombic	Grandfathered		mullite			nesosilicates	"silicates 
[cluster]"
Mummeite	Cu0.58Ag3.11Pb1.10Bi6.65S13	Monoclinic	Approved		pavonite			sulfosalts	sulfides and sulfosalts
Munakataite	Cu2+2Pb2(Se4+O3)(S6+O4)(OH)4	Monoclinic	Approved		linarite	linarite	copper	selenates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
Mundite	Al(UO2)3(PO4)2(OH)3·5.5H2O	Orthorhombic	Approved	mundite	phosphuranylite			uranyl phosphates	phosphates, arsenates, vanadates
Mundrabillaite	(NH4)2Ca(PO3OH)2·H2O	Orthorhombic	Approved		mundrabillaite				phosphates, arsenates, vanadates
Munirite	Na2(V5+O3)2·(4-x)H2O	Monoclinic	Approved		rossite	hewettite		inovanadates	oxides
Muonionalustaite	Ni3(OH)4Cl2·4H2O	Monoclinic	Approved		muonionalustaite			oxyhalides, hydroxyhalides	halides
Murakamiite	Li(CaCa)[Si3O8(OH)]	Triclinic	Approved	pectolite	wollastonite		3 chains pyroxenoid	inosilicates	"silicates 
[chain-ribbon]"
Murashkoite	FeP	Orthorhombic	Approved		murashkoite	modderite	copper	metal carbides, silicides, nitrides and phosphides	elements
Murataite-(Y)	(Y,Na)6(Zn,Fe3+)4[(Ti,Nb,Na)12ZnO29(O,F,OH)10F4]	Cubic	Approved		murataite		copper		oxides
Murchisite	Cr5S6	Trigonal	Approved		murchisite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Murdochite	Cu2+6PbO8-x(Cl,Br)x          (x = ? 0.5)	Cubic	Grandfathered		murdochite	halite	copper	oxyhalides, hydroxyhalides	halides
Murmanite	Na2Ti2Na2Ti2(Si2O7)2O2O2(H2O)4	Triclinic	Grandfathered		murmanite	seidozerite		sorosilicates	"silicates 
[cluster]"
Murphyite	Pb(Te6+O4)	Monoclinic	Approved	murphyite	monazite			tellurates	oxides
Murunskite	K2(Cu3Fe)S4	Tetragonal	Approved		mackinawite			sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Muscovite	K(Al2?)(AlSi3)O10(OH)2	Monoclinic	Approved	muscovite	dioctahedral mica	mica		phyllosilicates	"silicates 
[sheet]"
Museumite	[Pb2(Pb,Sb)2S8][Te,Au]2	Monoclinic	Approved		museumite	nagyágite		sulfosalts	sulfides and sulfosalts
Mushistonite	Cu2+Sn4+(OH)6	Cubic	Approved	schoenfliesite	"double hydroxide perovskites 
?2BB?(OH)6"	perovskite	copper	hydroxides	oxides
Muskoxite	Mg7Fe3+4(OH)26·H2O	Trigonal	Questionable		muskoxite	hydrotalcite		hydroxides	oxides
Muthmannite	AuAgTe2	Monoclinic	Grandfathered		empressite		copper	sulfides, selenides, tellurides, arsenides, antimonides, bismuthides, etc.	sulfides and sulfosalts
Mutinaite	Na3Ca4[Al11Si85O192]·60H2O	Orthorhombic	Approved	mutinaite	other zeolite	zeolite		tektosilicates	"silicates 
[framework]"
Mutnovskite	Pb4As2S6(I,Cl,Br)2	Orthorhombic	Approved		mutnovskite			sulfosalts	sulfides and sulfosalts
Naalasite	NaAl(AsO3OH)2?H2O	Trigonal	Approved		nafeasite			arsenates	phosphates, arsenates, vanadates
Nabalamprophyllite	BaNaTi2Na3Ti(Si2O7)2O2(OH)2	Monoclinic	Approved	lamprophyllite	lamprophyllite	seidozerite		sorosilicates	"silicates 
[cluster]"
Nabaphite	NaBa(PO4)·9H2O	Cubic	Approved		nastrophite			phosphates	phosphates, arsenates, vanadates
Nabateaite	Fe2(P2O7)	Triclinic	Approved		nabateaite			polyphosphates, polyarsenates, polyvanadates	phosphates, arsenates, vanadates
Nabesite	NaBeSi4O10·4H2O	Orthorhombic	Approved	nabesite	other zeolite	zeolite		phyllosilicates	"silicates 
[sheet]"
Nabiasite	BaMn2+9[(VO4),(AsO4)]6(OH)2	Cubic	Approved		nabiasite			arsenates	phosphates, arsenates, vanadates
Nabimusaite	KCa12(SiO4)4(SO4)2O2F	Trigonal	Approved		arctite	arctite	copper	nesosilicates	"silicates 
[cluster]"
Nabokoite	KCu2+6Cu2+(Te4+O4)(SO4)5Cl	Tetragonal	Approved		nabokoite	nabokoite	copper	sulfates	sulfates, selenates, tellurates, chromates, molybdates and wolframates
